symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio
XXLNOK,2025-03-21T10:53:44.491630,Sweden,Europe,XXL ASA,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITTr,2025-03-21T10:53:44.568512,Greece,Europe,Intertech,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALIn,2025-03-21T10:53:44.598695,Italy,Europe,Impregilo RSP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMNOV,2025-03-21T10:53:44.630089,Sweden,Europe,Immunovia publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTG,2025-03-21T10:53:44.598695,Germany,Europe,Evotec AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BONNOK,2025-03-21T10:53:45.023474,Sweden,Europe,Bonheur,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOG,2025-03-21T10:53:45.023474,Norway,Europe,Sparebanken Ost,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKV,2025-03-21T10:53:45.539654,Austria,Europe,Mayr-Melnhof Karton AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLVN,2025-03-21T10:53:45.539654,United Kingdom,Europe,Bowleven,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUCIn,2025-03-21T10:53:45.539654,Italy,Europe,Zucchi RSP,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NENTb,2025-03-21T10:53:45.555657,Sweden,Europe,Nordic Entertainment B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYTr,2025-03-21T10:53:45.461242,Greece,Europe,Byte Computer SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARDN,2025-03-21T10:53:45.539654,United Kingdom,Europe,Arden,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,2025-03-21T10:44:12.882603,Ireland,Europe,CRH PLC,NYQ,USD,"investpy, Yahoo Finance",Building Materials,Basic Materials,66120249344.0,35571998720.0,0.098170005,0.13878,0.15835,0.06282,16.077429,19.440239,1.8587724,3.0591516,79105196032.0,79800.0,https://www.crh.com,35572000000.0,4849000000.0,3492000000.0,7124000000.0,12701000000.0,2024-12-31,50613000000.0,15307000000.0,,3720000000.0,14083000000.0,10296000000.0,1.367812742812743
SWTQ,2025-03-21T10:53:45.899913,Switzerland,Europe,Schweiter Tech,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HICL,2025-03-21T10:53:45.915933,United Kingdom,Europe,HICL Infrastructure,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08,2025-03-21T10:53:46.356283,Germany,Europe,Caesars,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A60,2025-03-21T10:53:46.391798,Germany,Europe,Allergan,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINV,2025-03-21T10:53:46.309066,Belgium,Europe,Home Invest,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMO,2025-03-21T10:53:46.309066,Belgium,Europe,Immobel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTAN,2025-03-21T10:53:46.309066,United Kingdom,Europe,Witan,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCN,2025-03-21T10:53:46.391798,United Kingdom,Europe,Tricorn,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUKN,2025-03-21T10:53:46.824615,Switzerland,Europe,Luzerner Kantonalbank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREG,2025-03-21T10:53:46.715672,Switzerland,Europe,Fresenius SE,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEX,2025-03-21T10:53:47.196846,United Kingdom,Europe,National Express,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C52,2025-03-21T10:53:47.322189,Germany,Europe,Colfax,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBST,2025-03-21T10:53:47.269159,United Kingdom,Europe,Ibstock PLC,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEA,2025-03-21T10:53:47.181828,France,Europe,Fonciere Inea,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPAP,2025-03-21T10:53:47.259159,France,Europe,Docks des Petroles dAmbes,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBII,2025-03-21T10:53:47.196846,Sweden,Europe,Tobii AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKEA,2025-03-21T10:53:47.666925,Norway,Europe,Okea,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILDUSD,2025-03-21T10:53:47.697971,Switzerland,Europe,Gilead,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTON,2025-03-21T10:53:48.169047,Switzerland,Europe,Autoneum Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATE,2025-03-21T10:53:48.184580,United Kingdom,Europe,Tate&Lyle,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOTR,2025-03-21T10:53:48.247934,Sweden,Europe,Emotra AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICy,2025-03-21T10:53:48.137056,Germany,Europe,BanColombia,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRC,2025-03-21T10:53:48.235922,Italy,Europe,Pirelli & C,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNIT,2025-03-21T10:53:48.247934,Denmark,Europe,Nnit AS,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNUM,2025-03-21T10:53:48.641067,Spain,Europe,Numulae Gestion de Servicios,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIGT,2025-03-21T10:53:48.562272,United Kingdom,Europe,Troy,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEFLb,2025-03-21T10:53:49.016030,Sweden,Europe,Deflamo AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURN,2025-03-21T10:53:49.016030,Switzerland,Europe,Kuros Biosciences,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPLA,2025-03-21T10:53:49.046958,France,Europe,Planet.FR SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFTC,2025-03-21T10:53:49.046958,Italy,Europe,Matica Fintec,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELGr,2025-03-21T10:53:49.141865,Greece,Europe,Elgeka,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S92G,2025-03-21T10:53:49.000028,Austria,Europe,SMA Solar AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIPRO,2025-03-21T10:53:49.657213,Denmark,Europe,Victoria Properties,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOFNOK,2025-03-21T10:53:49.672248,Sweden,Europe,Dof,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSI,2025-03-21T10:53:50.062939,Italy,Europe,Assiteca SpA Internazionale,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALADO,2025-03-21T10:53:50.094041,France,Europe,Adomos,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3B,2025-03-21T10:53:50.094041,Germany,Europe,Acco Brands,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTCG,2025-03-21T10:53:50.110063,Germany,Europe,Realtech AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATGn,2025-03-21T10:53:50.030915,Germany,Europe,Patrizia Immobilien,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWONOK,2025-03-21T10:53:50.094041,Sweden,Europe,BW Offshore,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUAV,2025-03-21T10:53:50.580138,Belgium,Europe,Euronav,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFXGn,2025-03-21T10:53:50.564057,Germany,Europe,Infineon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0RIH,2025-03-21T10:53:50.973384,United Kingdom,Europe,Alphabet A,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLALV,2025-03-21T10:53:50.973315,France,Europe,Alveen,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBSG,2025-03-21T10:53:51.036052,Switzerland,Europe,UBS Group,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAMH,2025-03-21T10:53:51.098019,Switzerland,Europe,GAM Holding,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKMO,2025-03-21T10:53:51.109555,Sweden,Europe,Skane mollan AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXIG,2025-03-21T10:53:51.051383,United Kingdom,Europe,Oxford Instruments,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIHO,2025-03-21T10:53:51.441753,Sweden,Europe,Miris Holding,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHBb,2025-03-21T10:53:51.456932,Sweden,Europe,Svenska Handelsbanken B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYIMAb,2025-03-21T10:53:51.908031,Sweden,Europe,Ayima,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
